"schema_version","study","scenario","rep","n","n_test","q","d","m","data_seed","calibration_seed","file","bytes","md5","generator_tag","design_fingerprint"
"1.1.0","study2","logistic_misspec",11,120,1000,4,2,4,1110001,1110002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep011.rds",46680,"911b3e2ddda8df088451515928a74f3f","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",12,120,1000,4,2,4,1120001,1120002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep012.rds",46676,"963fce41b62a3d7ab880fa09694aa227","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",13,120,1000,4,2,4,1130001,1130002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep013.rds",47376,"3b03aeca299f71b068605512c6db4fe3","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",14,120,1000,4,2,4,1140001,1140002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep014.rds",47376,"1c1d90896db2ef31f9c1d672c39e769b","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",15,120,1000,4,2,4,1150001,1150002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep015.rds",46684,"11f3fd4eb1bb0b0cb35849614975e5b8","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",16,120,1000,4,2,4,1160001,1160002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep016.rds",47284,"53fc15a4600154568bee97c258ba22b6","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",17,120,1000,4,2,4,1170001,1170002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep017.rds",47376,"1b0075269815dee1e6e2757af6354ce7","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",18,120,1000,4,2,4,1180001,1180002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep018.rds",47452,"91b25f279c1b37c71138fa13aa296c55","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",19,120,1000,4,2,4,1190001,1190002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep019.rds",47440,"0ef1c7ad6ae90cf92c70f210adfc491a","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",20,120,1000,4,2,4,1200001,1200002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep020.rds",47324,"c6c17e3b1a9c1b60240d1ecb540fe624","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",21,120,1000,4,2,4,1210001,1210002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep021.rds",46672,"8b472c0d4ef63bbf2519396a7ea8f303","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",22,120,1000,4,2,4,1220001,1220002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep022.rds",47284,"8ecb2a3072eb482d1022cb0b8b203fd5","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",23,120,1000,4,2,4,1230001,1230002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep023.rds",47384,"5a6b4a41f42afb8ae557ae2ea322ee05","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",24,120,1000,4,2,4,1240001,1240002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep024.rds",47396,"b3b8b3407bbb2cbca8ed26c024ab4780","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",25,120,1000,4,2,4,1250001,1250002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep025.rds",47360,"c216b653cf56dca027c6d6ca18390bdb","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",26,120,1000,4,2,4,1260001,1260002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep026.rds",47476,"7a26eed42b14dbb7996fb62cb46d911d","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",27,120,1000,4,2,4,1270001,1270002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep027.rds",47412,"c83169920c2aa6092521394b97ab81b8","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",28,120,1000,4,2,4,1280001,1280002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep028.rds",47424,"78d3507caaaf8f5f3be250fad57f3f88","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",29,120,1000,4,2,4,1290001,1290002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep029.rds",47388,"bec9e0292499dd9c2b9be5fcc59137ae","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",30,120,1000,4,2,4,1300001,1300002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep030.rds",47408,"fac1cea304b8a9f9d8c0d44deb8c1cd8","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",31,120,1000,4,2,4,1310001,1310002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep031.rds",47460,"1afeb8472e5ea38bf47248e0cdb07e03","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",32,120,1000,4,2,4,1320001,1320002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep032.rds",46616,"7c410e252a502cc57aed815cfa98e46d","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",33,120,1000,4,2,4,1330001,1330002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep033.rds",47400,"6568b3135083a6e2d5df2315ed6c8ab9","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",34,120,1000,4,2,4,1340001,1340002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep034.rds",47360,"91d8849587968dcd7a720247b7fab240","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",35,120,1000,4,2,4,1350001,1350002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep035.rds",47432,"448f6294f8963c788bb6591e394778d8","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",36,120,1000,4,2,4,1360001,1360002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep036.rds",47388,"ddda074c551c7437474d10ad52e2e228","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",37,120,1000,4,2,4,1370001,1370002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep037.rds",47404,"f10e3413ccb416431962ef06e9502831","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",38,120,1000,4,2,4,1380001,1380002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep038.rds",47372,"6b03f5b35f4d68a2e55cef0fb857eb90","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",39,120,1000,4,2,4,1390001,1390002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep039.rds",47388,"66f4f9a283c4941641c0d57f8f6813d3","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",40,120,1000,4,2,4,1400001,1400002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep040.rds",47376,"44b33a11a725aa2514c5a7f52a107ef0","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",41,120,1000,4,2,4,1410001,1410002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep041.rds",47404,"4a64458ba6afa7941f03ae7a0560537c","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",42,120,1000,4,2,4,1420001,1420002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep042.rds",47408,"9fac9f2265b55e65757e5e4e0f5345a5","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",43,120,1000,4,2,4,1430001,1430002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep043.rds",47408,"b7dc3a1ab4a9e4ad3333218acbfb516d","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",44,120,1000,4,2,4,1440001,1440002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep044.rds",47392,"c80f9b2f8903973aa46b295417697537","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",45,120,1000,4,2,4,1450001,1450002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep045.rds",47364,"d70edcb3cccdabea3dd6ba6ae5c02c35","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",46,120,1000,4,2,4,1460001,1460002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep046.rds",46644,"dc8b73422f0b6f45b4ead3a9207d0bab","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",47,120,1000,4,2,4,1470001,1470002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep047.rds",47364,"293914482c53e6f6991bdb00d128a09e","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",48,120,1000,4,2,4,1480001,1480002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep048.rds",47428,"c3c5f0f8af1453ad5614d781c5338f1e","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",49,120,1000,4,2,4,1490001,1490002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep049.rds",46676,"0d6c0c7067a336665b6ce71df9b2186d","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
"1.1.0","study2","logistic_misspec",50,120,1000,4,2,4,1500001,1500002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep050.rds",46656,"e9c13adf84ef3936804d1b3adfaeb1c7","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb"
