"schema_version","study","scenario","rep","n","n_test","q","d","m","data_seed","calibration_seed","file","bytes","md5","generator_tag","design_fingerprint"
"1.1.0","study2","high_uncertainty",12,120,1000,4,2,4,1120001,1120002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep012.rds",46624,"2a8a2a7fc2b2363a4d7d3329ddf0a6c7","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",13,120,1000,4,2,4,1130001,1130002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep013.rds",47440,"4a00ef1fbf3861cb1dd8219760e4e31e","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",14,120,1000,4,2,4,1140001,1140002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep014.rds",47364,"3c45ba8270b2bdb7a5724c8e8a34cd05","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",15,120,1000,4,2,4,1150001,1150002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep015.rds",46664,"616fab7106962cb7de5074270264a7eb","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",16,120,1000,4,2,4,1160001,1160002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep016.rds",47276,"1c5a0c50192b6f3664e651c211707476","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",17,120,1000,4,2,4,1170001,1170002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep017.rds",47416,"b0633274624968d3563feac558d4305f","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",18,120,1000,4,2,4,1180001,1180002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep018.rds",47444,"9f8a304111831b40e6696c2b43a61670","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",19,120,1000,4,2,4,1190001,1190002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep019.rds",47436,"559483d96ab9e6d49cc6a823859dd7ca","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",20,120,1000,4,2,4,1200001,1200002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep020.rds",47328,"283cf850ceb8190182b077aeeb6037c6","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",21,120,1000,4,2,4,1210001,1210002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep021.rds",47480,"2c9985021ec15fa374176f79d6f3873c","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",22,120,1000,4,2,4,1220001,1220002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep022.rds",47392,"e3305d431f0069930c59969b7645ce09","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",23,120,1000,4,2,4,1230001,1230002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep023.rds",47444,"2504b31964792e95f1d6e4015b63fc0d","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",24,120,1000,4,2,4,1240001,1240002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep024.rds",47420,"24fb1c5677c35f39bd37437c83076304","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",25,120,1000,4,2,4,1250001,1250002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep025.rds",47412,"a7d88f4a85aa3b12b4efb9250ce1c637","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",26,120,1000,4,2,4,1260001,1260002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep026.rds",47408,"64a1b7c7e54916b19e032669201f7f69","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",27,120,1000,4,2,4,1270001,1270002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep027.rds",47432,"746b4739a096985901911098d83d9f69","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",28,120,1000,4,2,4,1280001,1280002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep028.rds",47432,"6be1bef6368eea7608fb55f22f4be7a7","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",29,120,1000,4,2,4,1290001,1290002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep029.rds",47396,"f00f0819a594d1a6ebbfb62e7a2d5754","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",30,120,1000,4,2,4,1300001,1300002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep030.rds",47396,"047d954ce64583ce2c9a10733c7e11c6","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",31,120,1000,4,2,4,1310001,1310002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep031.rds",47456,"f3b54470bfe751c612fce2c67a44ca30","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",32,120,1000,4,2,4,1320001,1320002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep032.rds",46628,"70c03d8baffa2a295f195da9004145cf","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",33,120,1000,4,2,4,1330001,1330002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep033.rds",46672,"012451248ceb45f8df6a4c4705145a53","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",34,120,1000,4,2,4,1340001,1340002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep034.rds",47388,"588d08e87f4a20013ef22a8b232fad63","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",35,120,1000,4,2,4,1350001,1350002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep035.rds",47424,"c2031753df346007dfee883a8188bc9e","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",36,120,1000,4,2,4,1360001,1360002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep036.rds",47404,"16bb35be712e3f3958e5e4eafab29168","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",37,120,1000,4,2,4,1370001,1370002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep037.rds",47420,"4cc75a329a74d4eaa4b3f5f0e3d0ace6","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",38,120,1000,4,2,4,1380001,1380002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep038.rds",47440,"cd2c8c57d8d2d6763e8a635ed63be39d","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",39,120,1000,4,2,4,1390001,1390002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep039.rds",47440,"73c13ae17239859bb7d6348e6671aa8d","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",40,120,1000,4,2,4,1400001,1400002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep040.rds",47344,"fc2607f92870576f3858f264c9f16ee9","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",41,120,1000,4,2,4,1410001,1410002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep041.rds",47428,"081f3afd82925e0a7a2f609d7f27c9e2","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",42,120,1000,4,2,4,1420001,1420002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep042.rds",47424,"b0bb537fb030c02bd93c1d1cf3330834","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",43,120,1000,4,2,4,1430001,1430002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep043.rds",47432,"2f8beb47f56edf658dbfb6440148b410","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",44,120,1000,4,2,4,1440001,1440002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep044.rds",47420,"cfdc0a19eb9ab8c8979cdd88a5aaf785","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",45,120,1000,4,2,4,1450001,1450002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep045.rds",46616,"6e5a9a49a676e1326a147c2d2f602f90","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",46,120,1000,4,2,4,1460001,1460002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep046.rds",46648,"0eea433a965b37445ab247578ddc7e1b","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",47,120,1000,4,2,4,1470001,1470002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep047.rds",47448,"386ec27ffea6bd41bcf2ca28210dbcdb","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",48,120,1000,4,2,4,1480001,1480002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep048.rds",47428,"525dfb36fe3562b6e8b17b7a3b92f058","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",49,120,1000,4,2,4,1490001,1490002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep049.rds",46648,"4eb13d2ac606775732f56b9e8327924d","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
"1.1.0","study2","high_uncertainty",50,120,1000,4,2,4,1500001,1500002,"study2_high_uncertainty_q4_n120_ntest1000_m4_rep050.rds",47512,"269f2d294346663cfbb9776edc383875","study2-synthetic-shared-state-v2","31012fc361600eb3ed02e6b2d57efd2a"
