"schema_version","study","scenario","rep","n","n_test","q","d","m","data_seed","calibration_seed","file","bytes","md5","generator_tag","design_fingerprint"
"1.1.0","study2","latent_additive_control",11,120,1000,4,2,4,1110001,1110002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep011.rds",46704,"16574c544d4ac4086a24eba96163b9b5","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",12,120,1000,4,2,4,1120001,1120002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep012.rds",47452,"b734eb0a7db8464777bff39a511623fa","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",13,120,1000,4,2,4,1130001,1130002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep013.rds",46608,"19362953d22b8c9cb414c1b6fdec9191","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",14,120,1000,4,2,4,1140001,1140002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep014.rds",47420,"94004c125b0bdd11cbe6009284b7e541","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",15,120,1000,4,2,4,1150001,1150002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep015.rds",46820,"9988b78aa9fefba9c9075c5e6199dbfc","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",16,120,1000,4,2,4,1160001,1160002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep016.rds",47360,"8f910b7b6c8eb72768ad82ca2608700a","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",17,120,1000,4,2,4,1170001,1170002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep017.rds",47408,"233790b18b01b5854dfa8d88a834c79d","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",18,120,1000,4,2,4,1180001,1180002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep018.rds",47476,"0f513d5dd18793310c50b19580459ffd","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",19,120,1000,4,2,4,1190001,1190002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep019.rds",47444,"2b0d1fb22236266e9ea0bc63f91326af","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",20,120,1000,4,2,4,1200001,1200002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep020.rds",47376,"9f59da219d65200ca4f07f30fa38e105","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",21,120,1000,4,2,4,1210001,1210002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep021.rds",46852,"c276db94b7805e7906e189e5b33226ef","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",22,120,1000,4,2,4,1220001,1220002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep022.rds",46740,"824f03f6f9a5a4f3b31d95bd3f4ee0e8","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",23,120,1000,4,2,4,1230001,1230002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep023.rds",47416,"00eafa3f52969c656560bc1d44d60a76","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",24,120,1000,4,2,4,1240001,1240002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep024.rds",47028,"83b4b7770677d9112e1a807d18986be1","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",25,120,1000,4,2,4,1250001,1250002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep025.rds",47444,"a1b0ff82fdf6f775e93f96311bb3dc89","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",26,120,1000,4,2,4,1260001,1260002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep026.rds",47452,"179daac5a2c1cc4f7a20ec9fe47aacdc","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",27,120,1000,4,2,4,1270001,1270002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep027.rds",47448,"48eb4adc3f7a07b5fc2070e53df170d9","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",28,120,1000,4,2,4,1280001,1280002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep028.rds",47480,"33367d3a4983364b0b46cdf508b40466","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",29,120,1000,4,2,4,1290001,1290002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep029.rds",47436,"341744b5c750976e573ceb2e7ee74f42","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",30,120,1000,4,2,4,1300001,1300002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep030.rds",47428,"867bcefb89410d6fc16b886b413921c0","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",31,120,1000,4,2,4,1310001,1310002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep031.rds",47476,"d4a17004338e68c551860c184d1893da","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",32,120,1000,4,2,4,1320001,1320002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep032.rds",46660,"8fcf21d9659f97b81b032abd3624a38c","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",33,120,1000,4,2,4,1330001,1330002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep033.rds",47468,"18a0dae9cf027d4c8c129fe6024bd7fb","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",34,120,1000,4,2,4,1340001,1340002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep034.rds",47400,"67fee10dfa5fd7ebd4775326cff60249","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",35,120,1000,4,2,4,1350001,1350002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep035.rds",47432,"d7f2ca4b2a162f92ee26b9fd12bb8a3e","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",36,120,1000,4,2,4,1360001,1360002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep036.rds",46648,"808617df3bb5d541560f44b2dd307196","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",37,120,1000,4,2,4,1370001,1370002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep037.rds",47460,"09c6aa2109ca876b75c00ff439e2025d","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",38,120,1000,4,2,4,1380001,1380002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep038.rds",47460,"ce925dc751f5cab2a582f391b81ccdd2","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",39,120,1000,4,2,4,1390001,1390002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep039.rds",47436,"9d5fa207a32552e0b1aa5071b80e1679","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",40,120,1000,4,2,4,1400001,1400002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep040.rds",47352,"57639ca8961307506e539e285e7fc4cc","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",41,120,1000,4,2,4,1410001,1410002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep041.rds",47432,"cef5813f214504126724aecc84c37573","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",42,120,1000,4,2,4,1420001,1420002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep042.rds",47436,"921d732d8a2cd2fc165036cf55c1b604","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",43,120,1000,4,2,4,1430001,1430002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep043.rds",46792,"075da006401ac161997d38c318b71884","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",44,120,1000,4,2,4,1440001,1440002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep044.rds",47408,"dde28d8ce76bee1b6b6011c4d0a6fd88","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",45,120,1000,4,2,4,1450001,1450002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep045.rds",46736,"61e487661ea24a278d238b496eabfda6","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",46,120,1000,4,2,4,1460001,1460002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep046.rds",47436,"3f505659f7ba80cea6ef6976f145b2fb","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",47,120,1000,4,2,4,1470001,1470002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep047.rds",47508,"2fa6d1623ed55e8cf7c5048487c80fd3","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",48,120,1000,4,2,4,1480001,1480002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep048.rds",46644,"8326ecabefe5d5f229fb47201593e257","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",49,120,1000,4,2,4,1490001,1490002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep049.rds",47076,"ef60124d61ad29d7c306df4717224d95","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
"1.1.0","study2","latent_additive_control",50,120,1000,4,2,4,1500001,1500002,"study2_latent_additive_control_q4_n120_ntest1000_m4_rep050.rds",47512,"614c6447aaba04d8834c1f689f47fe45","study2-synthetic-shared-state-v2","b36a2b7373115d36c32b6378586a3e46"
